Subject,Trial,Jar,Bead,Response,Confidence,Correct,History
5e9d,525,1,0,0,1,1,00001100000
5e9d,526,1,1,0,1,0,00011000000
5e9d,527,0,0,0,0,1,00110000001
5e9d,528,0,0,0,0,1,01100000010
5e9d,529,0,0,0,1,1,01000000100
5e9d,530,0,0,0,1,1,00000001000
5e9d,531,0,0,0,1,1,00000010000
5e9d,532,0,0,0,1,1,00000100000
5e9d,533,0,0,0,1,1,00001000000
5e9d,534,0,1,0,1,0,00010000000
5e9d,535,0,0,0,0,1,00100000001
5e9d,536,0,1,0,0,0,01000000010
5e9d,537,0,0,0,0,1,00000000101
5e9d,538,0,0,0,1,1,00000001010
5e9d,539,0,0,0,1,1,00000010100
5e9d,540,0,0,0,1,1,00000101000
5e9d,541,0,1,0,1,0,00001010000
5e9d,542,0,0,0,1,1,00010100001
5e9d,543,0,0,0,1,1,00101000010
5e9d,544,0,0,0,1,1,01010000100
5e9d,545,0,0,0,1,1,00100001000
5e9d,546,0,0,0,1,1,01000010000
5e9d,547,0,0,0,1,1,00000100000
5e9d,548,1,0,0,1,1,00001000000
5e9d,549,0,1,0,1,0,00010000000
5e9d,550,0,0,0,0,1,00100000001
5e9d,551,0,1,0,0,0,01000000010
5e9d,552,0,0,0,0,1,00000000101
5e9d,553,0,1,0,0,0,00000001010
5e9d,554,0,0,0,0,1,00000010101
5e9d,555,1,1,0,0,0,00000101010
5e9d,556,1,1,0,0,0,00001010101
5e9d,557,1,1,0,0,0,00010101011
5e9d,558,1,0,1,0,0,00101010111
5e9d,559,1,1,1,0,1,01010101110
5e9d,560,1,1,1,0,1,00101011101
5e9d,561,1,1,1,1,1,01010111011
5e9d,562,1,0,1,1,0,00101110111
5e9d,563,1,1,1,1,1,01011101110
5e9d,564,1,1,1,1,1,00111011101
5e9d,565,1,1,1,1,1,01110111011
5e9d,566,1,1,1,1,1,01101110111
5e9d,567,0,0,1,1,0,01011101111
5e9d,568,0,0,1,0,0,00111011110
5e9d,569,0,0,1,0,0,01110111100
5e9d,570,0,0,1,0,0,01101111000
5e9d,571,0,0,0,1,1,01011110000
5e9d,572,0,0,0,1,1,00111100000
5e9d,573,0,0,0,1,1,01111000000
5e9d,574,0,0,0,1,1,01110000000
5e9d,575,0,0,0,1,1,01100000000
5e9d,576,0,0,0,1,1,01000000000
5e9d,577,0,1,0,1,0,00000000000
5e9d,578,0,0,0,0,1,00000000001
5e9d,579,0,1,0,0,0,00000000010
5e9d,580,0,0,0,0,1,00000000101
5e9d,581,1,1,0,0,0,00000001010
5e9d,582,1,0,0,0,1,00000010101
5e9d,583,1,1,0,0,0,00000101010
5e9d,584,1,1,0,0,0,00001010101
5e9d,585,1,1,0,0,0,00010101011
5e9d,586,1,1,1,1,1,00101010111
5e9d,587,1,1,1,1,1,01010101111
5e9d,588,1,1,1,1,1,00101011111
5e9d,589,1,1,1,1,1,01010111111
5e9d,590,1,1,1,1,1,00101111111
5e9d,591,1,0,1,1,0,01011111111
5e9d,592,1,0,1,0,0,00111111110
5e9d,593,1,1,0,0,0,01111111100
5e9d,594,1,1,0,0,0,01111111001
5e9d,595,1,1,1,1,1,01111110011
5e9d,596,1,1,1,1,1,01111100111
5e9d,597,1,0,1,1,0,01111001111
5e9d,598,0,0,1,1,0,01110011110
5e9d,599,0,0,0,1,1,01100111100
5e9d,600,0,0,0,1,1,01001111000
5e9d,601,0,1,0,1,0,00011110000
5e9d,602,1,1,0,1,0,00111100001
5e9d,603,1,1,1,1,1,01111000011
5e9d,604,1,1,1,1,1,01110000111
5e9d,605,1,1,1,1,1,01100001111
5e9d,606,1,1,1,1,1,01000011111
5e9d,607,1,1,1,1,1,00000111111
5e9d,608,1,1,1,1,1,00001111111
5e9d,609,1,1,1,1,1,00011111111
5e9d,610,0,0,1,1,0,00111111111
5e9d,611,0,0,1,0,0,01111111110
5e9d,612,0,0,0,1,1,01111111100
5e9d,613,0,1,0,1,0,01111111000
5e9d,614,1,0,0,0,1,01111110001
5e9d,615,1,1,0,0,0,01111100010
5e9d,616,1,1,0,0,0,01111000101
5e9d,617,1,1,1,0,1,01110001011
5e9d,618,1,1,1,0,1,01100010111
5e9d,619,1,1,1,1,1,01000101111
5e9d,620,1,1,1,1,1,00001011111
5e9d,621,1,1,1,1,1,00010111111
5e9d,622,1,1,1,1,1,00101111111
5e9d,623,1,0,1,1,0,01011111111
5e9d,624,1,0,1,0,0,00111111110
5e9d,625,1,1,0,0,0,01111111100
5e9d,626,1,1,1,0,1,01111111001
5e9d,627,1,1,1,0,1,01111110011
5e9d,628,1,1,1,0,1,01111100111
5e9d,629,1,1,1,0,1,01111001111
5e9d,630,0,0,1,0,0,01110011111
5e9d,631,1,1,0,0,0,01100111110
5e9d,632,1,0,0,0,1,01001111101
5e9d,633,0,1,0,0,0,00011111010
5e9d,634,0,0,0,0,1,00111110101
5e9d,635,0,0,0,0,1,01111101010
5e9d,636,0,0,0,0,1,01111010100
5e9d,637,0,0,0,1,1,01110101000
5e9d,638,0,0,0,1,1,01101010000
5e9d,639,0,0,0,1,1,01010100000
5e9d,640,0,0,0,1,1,00101000000
5e9d,641,0,0,0,1,1,01010000000
5e9d,642,1,1,0,1,0,00100000000
5e9d,643,1,1,0,1,0,01000000001
5e9d,644,1,1,0,1,0,00000000011
5e9d,645,1,1,0,1,0,00000000111
5e9d,646,1,0,1,1,0,00000001111
5e9d,647,1,1,1,1,1,00000011110
5e9d,648,1,1,1,1,1,00000111101
5e9d,649,1,1,1,1,1,00001111011
5e9d,650,1,1,1,1,1,00011110111
5e9d,651,1,0,1,1,0,00111101111
5e9d,652,1,1,1,0,1,01111011110
5e9d,653,1,1,1,0,1,01110111101
5e9d,654,0,0,1,0,0,01101111011
5e9d,655,0,0,1,0,0,01011110110
5e9d,656,0,0,0,0,1,00111101100
5e9d,657,0,0,0,0,1,01111011000
5e9d,658,1,1,0,0,0,01110110000
5e9d,659,1,1,0,0,0,01101100001
5e9d,660,1,1,0,0,0,01011000011
5e9d,661,1,1,1,0,1,00110000111
5e9d,662,1,1,1,0,1,01100001111
5e9d,663,1,0,1,0,0,01000011111
5e9d,664,1,0,1,0,0,00000111110
5e9d,665,1,1,0,0,0,00001111100
5e9d,666,1,1,0,0,0,00011111001
5e9d,667,1,1,1,0,1,00111110011
5e9d,668,1,1,1,1,1,01111100111
5e9d,669,1,1,1,1,1,01111001111
5e9d,670,1,1,1,1,1,01110011111
5e9d,671,1,1,1,1,1,01100111111
5e9d,672,1,0,1,1,0,01001111111
5e9d,673,0,0,1,0,0,00011111110
5e9d,674,0,0,0,0,1,00111111100
5e9d,675,0,1,0,0,0,01111111000
5e9d,676,0,0,0,0,1,01111110001
5e9d,677,0,0,0,0,1,01111100010
5e9d,678,0,0,0,0,1,01111000100
5e9d,679,0,0,0,0,1,01110001000
5e9d,680,1,1,0,0,0,01100010000
5e9d,681,1,1,1,0,1,01000100001
5e9d,682,1,1,1,0,1,00001000011
5e9d,683,1,1,1,0,1,00010000111
5e9d,684,1,0,1,0,0,00100001111
5e9d,685,1,1,1,0,1,01000011110
5e9d,686,1,0,1,0,0,00000111101
5e9d,687,1,1,1,0,1,00001111010
5e9d,688,1,1,1,0,1,00011110101
5e9d,689,1,1,1,0,1,00111101011
5e9d,690,1,1,1,0,1,01111010111
5e9d,691,1,1,1,0,1,01110101111
5e9d,692,1,1,1,0,1,01101011111
5e9d,693,0,0,1,0,0,01010111111
5e9d,694,0,1,1,0,1,00101111110
5e9d,695,0,0,1,0,0,01011111101
5e9d,696,0,0,1,0,0,00111111010
5e9d,697,0,0,1,0,0,01111110100
5e9d,698,0,1,0,0,0,01111101000
5e9d,699,0,1,0,0,0,01111010001
5e9d,700,0,0,0,0,1,01110100011
5e9d,701,0,0,0,0,1,01101000110
5e9d,702,0,0,0,0,1,01010001100
5e9d,703,0,0,0,1,1,00100011000
5e9d,704,0,0,0,1,1,01000110000
5e9d,705,0,0,0,1,1,00001100000
5e9d,706,1,1,0,1,0,00011000000
5e9d,707,1,1,0,1,0,00110000001
5e9d,708,1,1,0,0,0,01100000011
5e9d,709,1,1,0,0,0,01000000111
5e9d,710,1,1,1,0,1,00000001111
5e9d,711,1,0,1,0,0,00000011111
5e9d,712,1,1,1,0,1,00000111110
5e9d,713,1,1,1,0,1,00001111101
5e9d,714,1,1,1,0,1,00011111011
5e9d,715,1,0,1,0,0,00111110111
5e9d,716,1,1,1,0,1,01111101110
5e9d,717,1,1,1,0,1,01111011101
5e9d,718,1,1,1,1,1,01110111011
5e9d,719,1,1,1,1,1,01101110111
5e9d,720,1,1,1,1,1,01011101111
5e9d,721,1,1,1,1,1,00111011111
5e9d,722,1,1,1,1,1,01110111111
5e9d,723,1,1,1,1,1,01101111111
5e9d,724,1,1,1,1,1,01011111111
5e9d,725,0,0,1,1,0,00111111111
5e9d,726,0,0,1,1,0,01111111110
5e9d,727,0,1,1,1,1,01111111100
5e9d,728,0,0,1,1,0,01111111001
5e9d,729,0,0,1,1,0,01111110010
5e9d,730,0,0,1,1,0,01111100100
5e9d,731,0,0,1,1,0,01111001000
5e9d,732,1,1,1,0,1,01110010000
5e9d,733,1,1,1,0,1,01100100001
5e9d,734,1,1,1,0,1,01001000011
5e9d,735,1,1,1,0,1,00010000111
5e9d,736,1,1,1,0,1,00100001111
5e9d,737,1,0,1,0,0,01000011111
5e9d,738,1,1,1,0,1,00000111110
5e9d,739,0,0,1,0,0,00001111101
5e9d,740,0,0,1,0,0,00011111010
5e9d,741,0,0,1,0,0,00111110100
5e9d,742,0,0,0,1,1,01111101000
5e9d,743,0,0,0,1,1,01111010000
5e9d,744,0,0,0,1,1,01110100000
5e9d,745,0,0,0,1,1,01101000000
5e9d,746,0,0,0,1,1,01010000000
5e9d,747,0,0,0,1,1,00100000000
5e9d,748,0,0,0,1,1,01000000000
5e9d,749,0,0,0,1,1,00000000000
5e9d,750,0,0,0,1,1,00000000000
5e9d,751,0,0,0,1,1,00000000000
5e9d,752,0,0,0,1,1,00000000000
5e9d,753,0,0,0,1,1,00000000000
5e9d,754,0,1,0,1,0,00000000000
5e9d,755,0,0,0,0,1,00000000001
5e9d,756,0,0,0,0,1,00000000010
5e9d,757,1,1,0,0,0,00000000100
5e9d,758,1,1,0,0,0,00000001001
5e9d,759,1,1,1,0,1,00000010011
5e9d,760,1,1,1,0,1,00000100111
5e9d,761,1,1,1,1,1,00001001111
5e9d,762,1,1,1,1,1,00010011111
5e9d,763,1,1,1,1,1,00100111111
5e9d,764,1,1,1,1,1,01001111111
5e9d,765,1,1,1,1,1,00011111111
5e9d,766,1,0,1,1,0,00111111111
5e9d,767,1,1,1,1,1,01111111110
5e9d,768,1,1,1,1,1,01111111101
5e9d,769,1,1,1,1,1,01111111011
5e9d,770,1,1,1,1,1,01111110111
5e9d,771,1,1,1,1,1,01111101111
5e9d,772,1,0,1,1,0,01111011111
5e9d,773,1,1,1,0,1,01110111110
5e9d,774,1,1,1,0,1,01101111101
5e9d,775,1,1,1,0,1,01011111011
5e9d,776,1,0,1,0,0,00111110111
5e9d,777,1,0,0,0,1,01111101110
5e9d,778,1,0,0,0,1,01111011100
5e9d,779,1,1,0,0,0,01110111000
5e9d,780,1,1,0,0,0,01101110001
5e9d,781,1,0,1,0,0,01011100011
5e9d,782,1,1,1,0,1,00111000110
5e9d,783,1,1,1,0,1,01110001101
5e9d,784,1,1,1,0,1,01100011011
5e9d,785,1,1,1,0,1,01000110111
5e9d,786,1,1,1,0,1,00001101111
5e9d,787,1,1,1,0,1,00011011111
5e9d,788,1,1,1,0,1,00110111111
5e9d,789,1,1,1,0,1,01101111111
5e9d,790,1,1,1,0,1,01011111111
5e9d,791,1,1,1,0,1,00111111111
5e9d,792,1,1,1,0,1,01111111111
5e9d,793,1,1,1,0,1,01111111111
5e9d,794,0,0,1,0,0,01111111111
5e9d,795,0,0,1,0,0,01111111110
5e9d,796,0,0,1,0,0,01111111100
5e9d,797,0,0,0,1,1,01111111000
5e9d,798,1,1,0,1,0,01111110000
5e9d,799,1,0,0,1,1,01111100001
5e9d,800,1,1,0,1,0,01111000010
5e9d,801,1,1,0,1,0,01110000101
5e9d,802,1,1,0,0,0,01100001011
5e9d,803,1,1,0,0,0,01000010111
5e9d,804,1,1,1,1,1,00000101111
5e9d,805,1,0,1,1,0,00001011111
5e9d,806,1,0,1,1,0,00010111110
5e9d,807,1,1,1,0,1,00101111100
5e9d,808,1,1,1,0,1,01011111001
5e9d,809,1,0,1,1,0,00111110011
5e9d,810,1,0,1,0,0,01111100110
5e9d,811,1,1,1,0,1,01111001100
5e9d,812,1,1,1,0,1,01110011001
5e9d,813,1,1,1,0,1,01100110011
5e9d,814,1,1,1,1,1,01001100111
5e9d,815,1,1,1,1,1,00011001111
5e9d,816,0,1,1,1,1,00110011111
5e9d,817,0,1,1,1,1,01100111111
5e9d,818,0,1,1,1,1,01001111111
5e9d,819,0,0,1,1,0,00011111111
5e9d,820,0,0,1,0,0,00111111110
5e9d,821,0,0,1,0,0,01111111100
5e9d,822,0,0,0,1,1,01111111000
5e9d,823,0,1,0,1,0,01111110000
5e9d,824,0,0,0,0,1,01111100001
5e9d,825,0,1,0,0,0,01111000010
5e9d,826,0,1,1,1,1,01110000101
5e9d,827,0,0,1,1,0,01100001011
5e9d,828,0,0,1,0,0,01000010110
5e9d,829,0,0,1,0,0,00000101100
5e9d,830,0,0,0,1,1,00001011000
5e9d,831,0,1,0,1,0,00010110000
5e9d,832,0,0,0,1,1,00101100001
5e9d,833,0,0,0,0,1,01011000010
5e9d,834,1,1,0,0,0,00110000100
5e9d,835,1,1,0,0,0,01100001001
5e9d,836,1,1,1,1,1,01000010011
5e9d,837,0,0,1,1,0,00000100111
5e9d,838,1,1,1,0,1,00001001110
5e9d,839,1,1,1,0,1,00010011101
5e9d,840,1,1,1,0,1,00100111011
5e9d,841,1,1,1,0,1,01001110111
5e9d,842,1,1,1,0,1,00011101111
5e9d,843,1,1,1,0,1,00111011111
5e9d,844,1,0,1,1,0,01110111111
5e9d,845,1,1,1,0,1,01101111110
5e9d,846,1,1,1,0,1,01011111101
5e9d,847,1,1,1,0,1,00111111011
5e9d,848,1,1,1,0,1,01111110111
5e9d,849,1,1,1,0,1,01111101111
5e9d,850,1,1,1,0,1,01111011111
5e9d,851,1,0,1,0,0,01110111111
5e9d,852,1,1,1,0,1,01101111110
5e9d,853,1,0,1,0,0,01011111101
5e9d,854,1,1,0,0,0,00111111010
5e9d,855,1,1,0,0,0,01111110101
5e9d,856,1,1,1,1,1,01111101011
5e9d,857,1,0,1,1,0,01111010111
5e9d,858,1,1,1,0,1,01110101110
5e9d,859,1,0,1,0,0,01101011101
5e9d,860,1,0,1,0,0,01010111010
5e9d,861,1,1,0,1,0,00101110100
5e9d,862,1,0,0,1,1,01011101001
5e9d,863,1,0,0,1,1,00111010010
5e9d,864,0,1,0,1,0,01110100100
5e9d,865,0,1,0,0,0,01101001001
5e9d,866,0,1,0,0,0,01010010011
5e9d,867,0,1,1,1,1,00100100111
5e9d,868,0,1,1,1,1,01001001111
5e9d,869,0,1,1,1,1,00010011111
5e9d,870,0,0,1,1,0,00100111111
5e9d,871,0,0,1,0,0,01001111110
5e9d,872,0,0,0,0,1,00011111100
5e9d,873,0,0,0,0,1,00111111000
5e9d,874,0,0,0,0,1,01111110000
5e9d,875,0,0,0,0,1,01111100000
5e9d,876,0,0,0,0,1,01111000000
5e9d,877,0,0,0,0,1,01110000000
5e9d,878,1,1,0,0,0,01100000000
5e9d,879,1,0,1,1,0,01000000001
5e9d,880,1,1,0,0,0,00000000010
5e9d,881,1,1,0,0,0,00000000101
5e9d,882,1,1,0,0,0,00000001011
5e9d,883,1,1,1,1,1,00000010111
5e9d,884,1,1,1,1,1,00000101111
5e9d,885,1,1,1,1,1,00001011111
5e9d,886,1,0,1,1,0,00010111111
5e9d,887,1,0,1,1,0,00101111110
5e9d,888,1,1,1,0,1,01011111100
5e9d,889,1,1,1,0,1,00111111001
5e9d,890,1,1,1,0,1,01111110011
5e9d,891,1,1,1,0,1,01111100111
5e9d,892,1,0,1,0,0,01111001111
5e9d,893,1,0,1,0,0,01110011110
5e9d,894,1,1,0,1,0,01100111100
5e9d,895,1,1,0,0,0,01001111001
5e9d,896,1,1,1,1,1,00011110011
5e9d,897,1,1,1,1,1,00111100111
5e9d,898,1,1,1,1,1,01111001111
5e9d,899,1,1,1,1,1,01110011111
5e9d,900,1,0,1,1,0,01100111111
5e9d,901,0,0,1,1,0,01001111110
5e9d,902,0,1,1,0,1,00011111100
5e9d,903,0,0,1,0,0,00111111001
5e9d,904,0,1,1,0,1,01111110010
5e9d,905,0,0,1,0,0,01111100101
5e9d,906,0,0,1,0,0,01111001010
5e9d,907,0,0,0,1,1,01110010100
5e9d,908,0,1,0,1,0,01100101000
5e9d,909,0,1,0,0,0,01001010001
5e9d,910,0,0,1,1,0,00010100011
5e9d,911,0,0,1,0,0,00101000110
5e9d,912,1,1,0,1,0,01010001100
5e9d,913,0,0,0,0,1,00100011001
5e9d,914,0,0,0,0,1,01000110010
5e9d,915,0,0,0,0,1,00001100100
5e9d,916,0,0,0,0,1,00011001000
5e9d,917,0,0,0,0,1,00110010000
5e9d,918,0,0,0,1,1,01100100000
5e9d,919,1,1,0,1,0,01001000000
5e9d,920,1,1,0,0,0,00010000001
5e9d,921,1,1,1,1,1,00100000011
5e9d,922,1,1,1,1,1,01000000111
5e9d,923,1,1,1,1,1,00000001111
5e9d,924,1,1,1,1,1,00000011111
5e9d,925,1,1,1,1,1,00000111111
5e9d,926,1,1,1,1,1,00001111111
5e9d,927,1,1,1,1,1,00011111111
5e9d,928,1,0,1,1,0,00111111111
5e9d,929,1,1,0,1,0,01111111110
5e9d,930,1,1,0,0,0,01111111101
5e9d,931,1,1,1,1,1,01111111011
5e9d,932,1,1,1,1,1,01111110111
5e9d,933,1,1,1,1,1,01111101111
5e9d,934,1,1,1,1,1,01111011111
5e9d,935,1,1,1,1,1,01110111111
5e9d,936,1,1,1,1,1,01101111111
5e9d,937,1,1,1,1,1,01011111111
5e9d,938,1,1,1,1,1,00111111111
5e9d,939,1,1,1,1,1,01111111111
5e9d,940,1,1,1,1,1,01111111111
5e9d,941,1,1,1,1,1,01111111111
5e9d,942,1,1,1,1,1,01111111111
5e9d,943,1,0,1,1,0,01111111111
5e9d,944,1,1,0,0,0,01111111110
5e9d,945,1,0,0,0,1,01111111101
5e9d,946,0,0,0,0,1,01111111010
5e9d,947,1,0,0,1,1,01111110100
5e9d,948,1,1,0,1,0,01111101000
5e9d,949,1,1,0,0,0,01111010001
5e9d,950,1,0,1,1,0,01110100011
5e9d,951,1,0,1,0,0,01101000110
5e9d,952,1,1,0,1,0,01010001100
5e9d,953,0,0,0,1,1,00100011001
5e9d,954,1,1,0,1,0,01000110010
5e9d,955,1,1,0,1,0,00001100101
5e9d,956,1,1,1,1,1,00011001011
5e9d,957,1,1,1,1,1,00110010111
5e9d,958,1,1,1,1,1,01100101111
5e9d,959,1,1,1,1,1,01001011111
5e9d,960,1,0,1,1,0,00010111111
5e9d,961,1,1,1,1,1,00101111110
5e9d,962,1,0,1,1,0,01011111101
5e9d,963,1,1,1,1,1,00111111010
5e9d,964,0,0,1,1,0,01111110101
5e9d,965,0,1,1,1,1,01111101010
5e9d,966,0,0,1,1,0,01111010101
5e9d,967,0,1,1,0,1,01110101010
5e9d,968,0,1,1,0,1,01101010101
5e9d,969,0,0,1,0,0,01010101011
5e9d,970,0,0,1,0,0,00101010110
5e9d,971,0,1,0,1,0,01010101100
5e9d,972,0,0,0,0,1,00101011001
5e9d,973,0,0,0,0,1,01010110010
5e9d,974,0,0,0,0,1,00101100100
5e9d,975,0,0,0,0,1,01011001000
5e9d,976,0,0,0,0,1,00110010000
5e9d,977,0,1,0,1,0,01100100000
5e9d,978,0,0,0,0,1,01001000001
5e9d,979,0,0,0,0,1,00010000010
5e9d,980,0,0,0,0,1,00100000100
5e9d,981,0,0,0,0,1,01000001000
5e9d,982,0,1,0,0,0,00000010000
5e9d,983,0,0,0,0,1,00000100001
5e9d,984,0,0,0,0,1,00001000010
5e9d,985,0,0,0,0,1,00010000100
5e9d,986,1,0,0,0,1,00100001000
5e9d,987,1,1,0,0,0,01000010000
5e9d,988,1,0,0,0,1,00000100001
5e9d,989,1,0,0,0,1,00001000010
5e9d,990,1,1,0,0,0,00010000100
5e9d,991,1,1,0,0,0,00100001001
5e9d,992,1,0,1,1,0,01000010011
5e9d,993,1,1,1,0,1,00000100110
5e9d,994,1,0,1,0,0,00001001101
5e9d,995,1,0,1,0,0,00010011010
5e9d,996,1,1,0,1,0,00100110100
5e9d,997,1,1,0,1,0,01001101001
5e9d,998,1,1,0,1,0,00011010011
5e9d,999,1,1,1,1,1,00110100111
5e9d,1000,1,1,1,1,1,01101001111
5e9d,1001,0,0,1,1,0,01010011111
5e9d,1002,0,0,1,1,0,00100111110
5e9d,1003,0,1,0,1,0,01001111100
5e9d,1004,0,0,0,1,1,00011111001
5e9d,1005,0,0,0,1,1,00111110010
5e9d,1006,0,0,0,1,1,01111100100
5e9d,1007,1,1,0,1,0,01111001000
5e9d,1008,1,1,0,1,0,01110010001
5e9d,1009,1,1,0,1,0,01100100011
5da7,10,0,0,1,0,0,00000011001
5da7,11,0,0,0,0,1,00000110010
5da7,12,0,0,0,1,1,00001100100
5da7,13,0,0,0,1,1,00011001000
5da7,14,0,0,1,0,0,00110010000
5da7,15,0,0,0,1,1,01100100000
5da7,16,1,0,0,1,1,01001000000
5da7,17,1,1,0,1,0,00010000000
5da7,18,1,0,1,0,0,00100000001
5da7,19,1,1,0,1,0,01000000010
5da7,20,1,0,0,0,1,00000000101
5da7,21,0,0,0,1,1,00000001010
5da7,22,0,0,1,0,0,00000010100
5da7,23,0,0,1,0,0,00000101000
5da7,24,0,0,0,0,1,00001010000
5da7,25,0,0,0,1,1,00010100000
5da7,26,0,0,0,1,1,00101000000
5da7,27,0,0,0,1,1,01010000000
5da7,28,0,1,0,1,0,00100000000
5da7,29,0,0,1,0,0,01000000001
5da7,30,1,1,0,1,0,00000000010
5da7,31,1,1,1,0,1,00000000101
5da7,32,1,1,1,0,1,00000001011
5da7,33,1,1,1,1,1,00000010111
5da7,34,1,1,1,0,1,00000101111
5da7,35,1,0,1,0,0,00001011111
5da7,36,1,1,0,0,0,00010111110
5da7,37,1,1,1,1,1,00101111101
5da7,38,1,1,1,1,1,01011111011
5da7,39,1,0,1,1,0,00111110111
5da7,40,1,1,0,1,0,01111101110
5da7,41,1,1,1,0,1,01111011101
5da7,42,1,1,1,1,1,01110111011
5da7,43,1,1,1,1,1,01101110111
5da7,44,1,1,1,1,1,01011101111
5da7,45,1,1,1,1,1,00111011111
5da7,46,1,1,1,1,1,01110111111
5da7,47,1,1,1,1,1,01101111111
5da7,48,1,0,1,1,0,01011111111
5da7,49,1,1,1,0,1,00111111110
5da7,50,1,1,1,1,1,01111111101
5da7,51,1,1,1,1,1,01111111011
5da7,52,1,0,1,1,0,01111110111
5da7,53,1,1,1,0,1,01111101110
5da7,54,1,1,1,0,1,01111011101
5da7,55,1,1,1,0,1,01110111011
5da7,56,1,1,1,1,1,01101110111
5da7,57,1,1,1,1,1,01011101111
5da7,58,1,1,1,1,1,00111011111
5da7,59,1,1,1,1,1,01110111111
5da7,60,1,1,1,1,1,01101111111
5da7,61,1,1,1,1,1,01011111111
5da7,62,1,1,1,1,1,00111111111
5da7,63,1,1,1,1,1,01111111111
5da7,64,0,0,1,1,0,01111111111
5da7,65,0,0,0,0,1,01111111110
5da7,66,0,0,0,0,1,01111111100
5da7,67,0,0,0,1,1,01111111000
5da7,68,1,1,0,1,0,01111110000
5da7,69,1,0,0,0,1,01111100001
5da7,70,1,1,0,1,0,01111000010
5da7,71,1,1,0,1,0,01110000101
5da7,72,1,1,1,0,1,01100001011
5da7,73,1,1,1,1,1,01000010111
5da7,74,0,0,1,1,0,00000101111
5da7,75,0,0,0,0,1,00001011110
5da7,76,1,1,0,1,0,00010111100
5da7,77,1,1,1,0,1,00101111001
5da7,78,1,1,1,0,1,01011110011
5da7,79,1,1,1,1,1,00111100111
5da7,80,1,0,1,1,0,01111001111
5da7,81,1,1,0,0,0,01110011110
5da7,82,1,1,0,0,0,01100111101
5da7,83,1,0,1,0,0,01001111011
5da7,84,1,0,0,1,1,00011110110
5da7,85,1,1,0,1,0,00111101100
5da7,86,1,1,1,0,1,01111011001
5da7,87,1,1,1,0,1,01110110011
5da7,88,0,0,1,1,0,01101100111
5da7,89,0,0,1,1,0,01011001110
5da7,90,1,1,0,0,0,00110011100
5da7,91,1,1,1,0,1,01100111001
5da7,92,1,1,1,1,1,01001110011
5da7,93,1,1,1,1,1,00011100111
5da7,94,1,1,1,1,1,00111001111
5da7,95,1,1,1,1,1,01110011111
5da7,96,1,1,1,1,1,01100111111
5da7,97,1,1,1,1,1,01001111111
5da7,98,1,0,0,0,1,00011111111
5da7,99,0,0,0,1,1,00111111110
5da7,100,1,1,0,1,0,01111111100
5da7,101,1,1,1,0,1,01111111001
5da7,102,1,1,1,1,1,01111110011
5da7,103,1,1,1,1,1,01111100111
5da7,104,1,1,1,1,1,01111001111
5da7,105,1,1,1,1,1,01110011111
5da7,106,1,1,1,1,1,01100111111
5da7,107,1,1,1,1,1,01001111111
5da7,108,1,1,1,1,1,00011111111
5da7,109,1,1,1,1,1,00111111111
5da7,110,1,1,1,1,1,01111111111
5da7,111,0,0,1,1,0,01111111111
5da7,112,0,1,0,0,0,01111111110
5da7,113,0,0,1,0,0,01111111101
5da7,114,0,0,1,0,0,01111111010
5da7,115,1,1,0,1,0,01111110100
5da7,116,1,1,0,1,0,01111101001
5da7,117,1,0,0,1,1,01111010011
5da7,118,1,1,0,1,0,01110100110
5da7,119,1,1,1,0,1,01101001101
5da7,120,1,1,1,1,1,01010011011
5da7,121,1,0,1,1,0,00100110111
5da7,122,1,1,0,0,0,01001101110
5da7,123,1,1,1,0,1,00011011101
5da7,124,0,1,1,1,1,00110111011
5da7,125,0,0,1,1,0,01101110111
5da7,126,0,0,1,1,0,01011101110
5da7,127,0,0,0,1,1,00111011100
5da7,128,0,0,0,1,1,01110111000
5da7,129,0,0,0,1,1,01101110000
5da7,130,0,0,0,1,1,01011100000
5da7,131,0,1,0,1,0,00111000000
5da7,132,0,1,1,0,1,01110000001
5da7,133,0,0,1,1,0,01100000011
5da7,134,0,0,1,0,0,01000000110
5da7,135,0,0,0,0,1,00000001100
5da7,136,0,0,0,1,1,00000011000
5da7,137,1,1,0,1,0,00000110000
5da7,138,1,1,0,1,0,00001100001
5da7,139,1,1,1,1,1,00011000011
5da7,140,1,1,1,1,1,00110000111
5da7,141,1,1,1,1,1,01100001111
5da7,142,1,1,1,1,1,01000011111
5da7,143,1,1,1,1,1,00000111111
5da7,144,1,1,1,1,1,00001111111
5da7,145,0,0,1,1,0,00011111111
5da7,146,0,0,1,0,0,00111111110
5da7,147,0,0,1,0,0,01111111100
5da7,148,0,0,0,1,1,01111111000
5da7,149,0,0,0,1,1,01111110000
5da7,150,0,1,0,1,0,01111100000
5da7,151,0,0,1,0,0,01111000001
5da7,152,0,0,0,1,1,01110000010
5da7,153,1,1,0,1,0,01100000100
5da7,154,0,0,0,1,1,01000001001
5da7,155,0,0,0,1,1,00000010010
5da7,156,0,0,0,1,1,00000100100
5da7,157,0,0,0,1,1,00001001000
5da7,158,0,0,0,1,1,00010010000
5da7,159,0,1,0,1,0,00100100000
5da7,160,0,0,1,0,0,01001000001
5da7,161,0,0,0,1,1,00010000010
5da7,162,0,0,0,1,1,00100000100
5da7,163,0,0,0,1,1,01000001000
5da7,164,0,0,0,1,1,00000010000
5da7,165,0,0,0,1,1,00000100000
